2023-07-03 00:12:43.842 INFO  com.example.blog.aspect.LogAspect                 :54   [32m330742529123291136[0;39m ------------- 开始 -------------
2023-07-03 21:01:42.759 INFO  com.example.blog.aspect.LogAspect                 :55   [32m331056845722619904[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 21:01:42.759 INFO  com.example.blog.aspect.LogAspect                 :56   [32m331056845722619904[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 21:01:42.759 INFO  com.example.blog.aspect.LogAspect                 :57   [32m331056845722619904[0;39m 远程地址: 127.0.0.1
2023-07-03 21:01:42.759 INFO  com.example.blog.aspect.LogAspect                 :79   [32m331056845722619904[0;39m 请求参数: [{"hash":"16a56bd602c21406","key":"-----BEGIN PUBLIC KEY-----\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\nXl69GV6klzgxW6d2xQIDAQAB\n-----END PUBLIC KEY-----\n","page":0,"size":0,"split":"0"}]
2023-07-03 21:01:42.760 ERROR c.e.blog.controller.ControllerExceptionHandler    :62   [32m331056845722619904[0;39m 系统异常：
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.example.blog.controller.UserController.getpassword(UserController.java:102)
	at com.example.blog.controller.UserController$$FastClassBySpringCGLIB$$c781e13e.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:771)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor.invoke(MethodBeforeAdviceInterceptor.java:56)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint.proceed(MethodInvocationProceedingJoinPoint.java:88)
	at com.example.blog.aspect.LogAspect.doAround(LogAspect.java:85)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethodWithGivenArgs(AbstractAspectJAdvice.java:644)
	at org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethod(AbstractAspectJAdvice.java:633)
	at org.springframework.aop.aspectj.AspectJAroundAdvice.invoke(AspectJAroundAdvice.java:70)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:95)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:691)
	at com.example.blog.controller.UserController$$EnhancerBySpringCGLIB$$df3859b7.getpassword(<generated>)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:105)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:878)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:792)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:652)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:733)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:542)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:143)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:374)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:888)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1597)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
2023-07-03 21:01:46.021 INFO  com.example.blog.aspect.LogAspect                 :54   [32m331056859404439552[0;39m ------------- 开始 -------------
2023-07-03 21:01:46.021 INFO  com.example.blog.aspect.LogAspect                 :55   [32m331056859404439552[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 21:01:46.021 INFO  com.example.blog.aspect.LogAspect                 :56   [32m331056859404439552[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 21:01:46.022 INFO  com.example.blog.aspect.LogAspect                 :57   [32m331056859404439552[0;39m 远程地址: 127.0.0.1
2023-07-03 21:01:46.022 INFO  com.example.blog.aspect.LogAspect                 :79   [32m331056859404439552[0;39m 请求参数: [{"hash":"f019cc4542ca6648","key":"-----BEGIN PUBLIC KEY-----\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\nXl69GV6klzgxW6d2xQIDAQAB\n-----END PUBLIC KEY-----\n","page":0,"size":0,"split":"0"}]
2023-07-03 21:01:46.022 ERROR c.e.blog.controller.ControllerExceptionHandler    :62   [32m331056859404439552[0;39m 系统异常：
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.example.blog.controller.UserController.getpassword(UserController.java:102)
	at com.example.blog.controller.UserController$$FastClassBySpringCGLIB$$c781e13e.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:771)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor.invoke(MethodBeforeAdviceInterceptor.java:56)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint.proceed(MethodInvocationProceedingJoinPoint.java:88)
	at com.example.blog.aspect.LogAspect.doAround(LogAspect.java:85)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethodWithGivenArgs(AbstractAspectJAdvice.java:644)
	at org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethod(AbstractAspectJAdvice.java:633)
	at org.springframework.aop.aspectj.AspectJAroundAdvice.invoke(AspectJAroundAdvice.java:70)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:95)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:691)
	at com.example.blog.controller.UserController$$EnhancerBySpringCGLIB$$df3859b7.getpassword(<generated>)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:105)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:878)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:792)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:652)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:733)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:542)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:143)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:374)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:888)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1597)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
2023-07-03 21:02:09.756 INFO  com.example.blog.aspect.LogAspect                 :54   [32m331056958956244992[0;39m ------------- 开始 -------------
2023-07-03 21:02:09.757 INFO  com.example.blog.aspect.LogAspect                 :55   [32m331056958956244992[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 21:02:09.757 INFO  com.example.blog.aspect.LogAspect                 :56   [32m331056958956244992[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 21:02:09.757 INFO  com.example.blog.aspect.LogAspect                 :57   [32m331056958956244992[0;39m 远程地址: 127.0.0.1
2023-07-03 21:02:09.757 INFO  com.example.blog.aspect.LogAspect                 :79   [32m331056958956244992[0;39m 请求参数: [{"hash":"9ea7c2063c67e304","key":"-----BEGIN PUBLIC KEY-----\\\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\\\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\\\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\\\nXl69GV6klzgxW6d2xQIDAQAB\\\n-----END PUBLIC KEY-----\\\n","page":0,"size":0,"split":"0"}]
2023-07-03 21:02:09.757 INFO  com.example.blog.aspect.LogAspect                 :91   [32m331056958956244992[0;39m 返回结果: {"data":"QAyeebY30+N6oesJfLOVqe3f2rHmbLNgpfZMEZQWuXb86gGraNmhMuek1hboOJ99hzRnSBa1pNTqBBpjOp/w8kUMvyKMcp1baJacBBkqHtD+INZEj6IwzSlAa6MMKYeYZEklYV4zhUkFjnPJonoVh/JGUj4XzEcgyb2h9OgQwYI=","success":true}
2023-07-03 21:02:09.757 INFO  com.example.blog.aspect.LogAspect                 :92   [32m331056958956244992[0;39m ------------- 结束 耗时：1 ms -------------
2023-07-03 21:02:15.025 INFO  com.example.blog.aspect.LogAspect                 :54   [32m331056981056032768[0;39m ------------- 开始 -------------
2023-07-03 21:02:15.025 INFO  com.example.blog.aspect.LogAspect                 :55   [32m331056981056032768[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 21:02:15.025 INFO  com.example.blog.aspect.LogAspect                 :56   [32m331056981056032768[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 21:02:15.026 INFO  com.example.blog.aspect.LogAspect                 :57   [32m331056981056032768[0;39m 远程地址: 127.0.0.1
2023-07-03 21:02:15.026 INFO  com.example.blog.aspect.LogAspect                 :79   [32m331056981056032768[0;39m 请求参数: [{"hash":"cadb6625fc3f4ea9","key":"-----BEGIN PUBLIC KEY-----\\\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\\\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\\\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\\\nXl69GV6klzgxW6d2xQIDAQAB\\\n-----END PUBLIC KEY-----\\\n","page":0,"size":0,"split":"0"}]
2023-07-03 21:02:15.026 INFO  com.example.blog.aspect.LogAspect                 :91   [32m331056981056032768[0;39m 返回结果: {"data":"bbiiEJDUmUP7S8LrNqQY8/GfUlzhsKIu5Qb1Uj5TGnU45t/fnB8MkKkW7kDowfgmU7OnjLR4PUJJIUtWGEvUd8UFvIfF/Bi7Fj3UPbUy8VSUwS57QS4EiGsMntLZKRTqhsEEaSIL6ln/jOTeMa3OE4BmWOzpCEE0bQmdHVPpBSQ=","success":true}
2023-07-03 21:02:15.026 INFO  com.example.blog.aspect.LogAspect                 :92   [32m331056981056032768[0;39m ------------- 结束 耗时：1 ms -------------
2023-07-03 21:02:16.977 INFO  com.example.blog.aspect.LogAspect                 :54   [32m331056989243314176[0;39m ------------- 开始 -------------
2023-07-03 21:02:16.977 INFO  com.example.blog.aspect.LogAspect                 :55   [32m331056989243314176[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 21:02:16.977 INFO  com.example.blog.aspect.LogAspect                 :56   [32m331056989243314176[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 21:02:16.977 INFO  com.example.blog.aspect.LogAspect                 :57   [32m331056989243314176[0;39m 远程地址: 127.0.0.1
2023-07-03 21:02:16.978 INFO  com.example.blog.aspect.LogAspect                 :79   [32m331056989243314176[0;39m 请求参数: [{"hash":"e863c6445f327a4f","key":"-----BEGIN PUBLIC KEY-----\\\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\\\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\\\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\\\nXl69GV6klzgxW6d2xQIDAQAB\\\n-----END PUBLIC KEY-----\\\n","page":0,"size":0,"split":"0"}]
2023-07-03 21:02:16.978 INFO  com.example.blog.aspect.LogAspect                 :91   [32m331056989243314176[0;39m 返回结果: {"data":"hTsctgrXwopoa11a3L+pcWmPzIhYjVDVf5Z3f872d9WV1+oErj2lJpMNEvmzxVF6EHq57ybCAU8sWA2Us92lfyUMI/UI6nowM6EwpsYnPoHRDQ7b28kpS1/jaTGciwx8XfR8Leuu4br4e7embE6QWwqg3AeYT/EvOAB5tJ4S73Q=","success":true}
2023-07-03 21:02:16.978 INFO  com.example.blog.aspect.LogAspect                 :92   [32m331056989243314176[0;39m ------------- 结束 耗时：1 ms -------------
2023-07-03 21:04:29.662 INFO  com.example.blog.BlogApplication                  :55   [32m                  [0;39m Starting BlogApplication on LAPTOP-TR0VVFJE with PID 9268 (D:\IDEA\demo\blog\target\classes started by 陈 in D:\IDEA\demo\blog)
2023-07-03 21:04:29.663 INFO  com.example.blog.BlogApplication                  :651  [32m                  [0;39m No active profile set, falling back to default profiles: default
2023-07-03 21:04:29.771 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :249  [32m                  [0;39m Multiple Spring Data modules found, entering strict repository configuration mode!
2023-07-03 21:04:29.771 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :127  [32m                  [0;39m Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-07-03 21:04:29.774 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :187  [32m                  [0;39m Finished Spring Data repository scanning in 3ms. Found 0 Redis repository interfaces.
2023-07-03 21:04:29.857 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :108  [32m                  [0;39m Tomcat initialized with port(s): 8080 (http)
2023-07-03 21:04:29.857 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Initializing ProtocolHandler ["http-nio-8080"]
2023-07-03 21:04:29.857 INFO  org.apache.catalina.core.StandardService          :173  [32m                  [0;39m Starting service [Tomcat]
2023-07-03 21:04:29.857 INFO  org.apache.catalina.core.StandardEngine           :173  [32m                  [0;39m Starting Servlet engine: [Apache Tomcat/9.0.41]
2023-07-03 21:04:29.870 INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] :173  [32m                  [0;39m Initializing Spring embedded WebApplicationContext
2023-07-03 21:04:29.870 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext    :285  [32m                  [0;39m Root WebApplicationContext: initialization completed in 206 ms
2023-07-03 21:04:30.152 INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer    :58   [32m                  [0;39m LiveReload server is running on port 35729
2023-07-03 21:04:30.158 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Starting ProtocolHandler ["http-nio-8080"]
2023-07-03 21:04:30.160 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :220  [32m                  [0;39m Tomcat started on port(s): 8080 (http) with context path ''
2023-07-03 21:04:30.162 INFO  com.example.blog.BlogApplication                  :61   [32m                  [0;39m Started BlogApplication in 0.517 seconds (JVM running for 2581.832)
2023-07-03 21:04:30.163 INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener :63   [32m                  [0;39m Condition evaluation unchanged
2023-07-03 21:04:45.179 INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] :173  [32m                  [0;39m Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-07-03 21:04:45.179 INFO  org.springframework.web.servlet.DispatcherServlet :525  [32m                  [0;39m Initializing Servlet 'dispatcherServlet'
2023-07-03 21:04:45.182 INFO  org.springframework.web.servlet.DispatcherServlet :547  [32m                  [0;39m Completed initialization in 3 ms
2023-07-03 21:04:45.185 INFO  com.example.blog.aspect.LogAspect                 :54   [32m331057610868527104[0;39m ------------- 开始 -------------
2023-07-03 21:04:45.185 INFO  com.example.blog.aspect.LogAspect                 :55   [32m331057610868527104[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 21:04:45.185 INFO  com.example.blog.aspect.LogAspect                 :56   [32m331057610868527104[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 21:04:45.185 INFO  com.example.blog.aspect.LogAspect                 :57   [32m331057610868527104[0;39m 远程地址: 127.0.0.1
2023-07-03 21:04:45.185 INFO  com.example.blog.aspect.LogAspect                 :79   [32m331057610868527104[0;39m 请求参数: [{"hash":"27b2cccaa6361436","key":"-----BEGIN PUBLIC KEY-----\\\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\\\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\\\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\\\nXl69GV6klzgxW6d2xQIDAQAB\\\n-----END PUBLIC KEY-----\\\n","page":0,"size":0,"split":"0"}]
2023-07-03 21:04:45.188 INFO  com.example.blog.aspect.LogAspect                 :91   [32m331057610868527104[0;39m 返回结果: {"data":"MeDDjF9Vna+YezC6HFgoMWoxFO+/VYPwP/S+KL8rbZUh7GyH48akegl0XXHXAstVuhknlybDxVEiPu6KQfsi/EgT01VPzphqwq5gnhtOyT35rxk8h8oza3hUhBL6bsxjthPlFkqGkptJl+JwGWa2ORxj44II9sqiGdIQMQwF23c=","success":true}
2023-07-03 21:04:45.188 INFO  com.example.blog.aspect.LogAspect                 :92   [32m331057610868527104[0;39m ------------- 结束 耗时：4 ms -------------
2023-07-03 21:04:48.096 INFO  com.example.blog.aspect.LogAspect                 :54   [32m331057623082340352[0;39m ------------- 开始 -------------
2023-07-03 21:04:48.097 INFO  com.example.blog.aspect.LogAspect                 :55   [32m331057623082340352[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 21:04:48.097 INFO  com.example.blog.aspect.LogAspect                 :56   [32m331057623082340352[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 21:04:48.097 INFO  com.example.blog.aspect.LogAspect                 :57   [32m331057623082340352[0;39m 远程地址: 127.0.0.1
2023-07-03 21:04:48.097 INFO  com.example.blog.aspect.LogAspect                 :79   [32m331057623082340352[0;39m 请求参数: [{"hash":"8c6b26ec4ae9c393","page":0,"size":0,"split":"0"}]
2023-07-03 21:04:48.097 ERROR c.e.blog.controller.ControllerExceptionHandler    :62   [32m331057623082340352[0;39m 系统异常：
java.lang.NullPointerException: null
	at com.example.blog.controller.UserController.getpassword(UserController.java:99)
	at com.example.blog.controller.UserController$$FastClassBySpringCGLIB$$c781e13e.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:771)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor.invoke(MethodBeforeAdviceInterceptor.java:56)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint.proceed(MethodInvocationProceedingJoinPoint.java:88)
	at com.example.blog.aspect.LogAspect.doAround(LogAspect.java:85)
